Reference,Generated,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore,BARTScore
Amino acid profiling in plant cell cultures: An inter‐laboratory comparison of CE‐MS and GC‐MS,A CE‐MS method for metabolic profiling of amino acids.,0.4444444444444445,0.16,0.14814814814814817,0.8821133971214294,-3.9596142768859863
The Impact of Rapid Wind Variability upon Air–Sea Thermal Coupling,State-dependent noise alters the dynamics of atmosphere–ocean coupling,0.28571428571428564,0.0,0.28571428571428564,0.8839329481124878,-5.058658599853516
Severe Constraints on New Physics Explanations of the MiniBooNE Excess.,An anomalous 4.5σ excess of electronlike events in the MiniBooNE target,0.3636363636363636,0.09999999999999999,0.2727272727272727,0.8752705454826355,-4.1257524490356445
High Temperature Plasmonic Photonic Crystal MEMS Emitter,"New plasmonic photonic crystal emitters integrated into MEMS platform for high temperature-intensity, high speed, and high efficiency tuned emitting and sensing applications",0.4666666666666667,0.21428571428571427,0.26666666666666666,0.8888257145881653,-3.388726234436035
"Global Inventory of Gas Geochemistry Data from Fossil Fuel, Microbial and Burning Sources, version 2017",A global end-member database of atmospheric methane source signatures,0.24,0.0,0.24,0.8569340109825134,-5.4795756340026855
The DART Imaging And CaT Survey of the Fornax Dwarf Spheroidal Galaxy,Characteristics of the Fornax dwarf spheroidal galaxy out to its tidal radius,0.5,0.45454545454545453,0.5,0.8917009830474854,-4.401012420654297
"Landscape-scale disturbance and protected areas: long-term dynamics of populations of the shrimp, Macrobrachium olfersi in lowland Neotropical streams, Costa Rica",Prevalence of Freshwater Shrimps in the Sarapiquí Region of Costa Rica,0.4242424242424242,0.06451612903225806,0.30303030303030304,0.8381516933441162,-5.33185338973999
Putting Users in Control of their Recommendations,A recommender that puts some control in the hands of users,0.6666666666666665,0.0,0.33333333333333326,0.8948597311973572,-3.8122315406799316
Linear Theory of Mechanical Equilibrium of Liquid Crystals of Nematic Type,A linear theory of mechanical equilibrium of liquid crystals of the nematic type,0.9166666666666666,0.8181818181818182,0.9166666666666666,0.9567252993583679,-2.064702272415161
Experimental determination of siderite stability at high pressure,Stability field of magnesite-siderite solid solutions under upper mantle conditions,0.3157894736842105,0.0,0.2105263157894737,0.8967477083206177,-4.036383628845215
Tunable transition from hydration to monomer-supported lubrication in zwitterionic monolayers revealed by molecular dynamics simulation.,Tribology of 2-methacryloyloxyethyl phosphorylcholine monolayers in water.,0.16666666666666666,0.0,0.08333333333333333,0.8351187705993652,-5.02203893661499
The Nash Equilibrium Among Taxi Ridesharing Partners,Fairness and Fair Ride Sharing in Ride Sharing,0.0,0.0,0.0,0.850506067276001,-6.010852336883545
Effect of intervalley interaction on band topology of commensurate graphene/EuO heterostructures,Non-trivial bands in graphene heterostructure,0.3333333333333333,0.0,0.3333333333333333,0.8680242300033569,-5.68798303604126
Acid saline fluid inclusions: examples from modern and Permian extreme lake systems,Fluid Inclusions from Acid Salinity Lakes and Groundwaters,0.7000000000000001,0.2222222222222222,0.4,0.8674466609954834,-5.523474216461182
Mismatch analysis and statistical design at 65 nm and below,Transistor sizing of CMOS SRAM sense amplifiers for sub-65 nm technologies,0.1818181818181818,0.09999999999999999,0.1818181818181818,0.8608211278915405,-5.31988525390625
Optimality criteria for the prediction of metabolic fluxes in yeast mutants.,Constraint-Based Models of Cellular Metabolism,0.23529411764705885,0.0,0.23529411764705885,0.8766719698905945,-4.627957344055176
Harnessing Evolution to Elucidate the Consequences of Symbiosis,Identifying functional mechanisms of symbiotic associations in fruit flies,0.11764705882352941,0.0,0.11764705882352941,0.8587998747825623,-4.251009941101074
Quantifying Individual Brain Connectivity with Functional Principal Component Analysis for Networks,Functional principal component analysis for functional connectivity studies,0.631578947368421,0.47058823529411764,0.5263157894736842,0.9144943356513977,-4.393803119659424
Fine Temperature Measurement and Fabrication of On-Chip Whispering-Gallery Mode Micro-Sensors,On-chip whispering-gallery mode sensors for heating components,0.5454545454545455,0.4,0.5454545454545455,0.8892867565155029,-4.100987434387207
Tropospheric ozone decrease due to the Mount Pinatubo eruption: Reduced stratospheric influx,Effects of Mount Pinatubo eruption on stratosphere‐to‐troposphere ozone flux,0.6086956521739131,0.28571428571428564,0.34782608695652173,0.9042906761169434,-3.0413925647735596
Electromagnetic Casimir energy of a disk opposite a plane,The exact scattering amplitude for electromagnetic scattering from perfectly conducting disks,0.19999999999999998,0.0,0.19999999999999998,0.857633650302887,-5.296102046966553
Challenge: COSMOS: A city-scale programmable testbed for experimentation with advanced wireless,COSMOS - Cloud Enhanced Open Software Defined MObile Wireless Testbed for City-Scale Deployment,0.48000000000000004,0.17391304347826086,0.24000000000000002,0.8866382241249084,-3.5806188583374023
Vessel Sealing Using the Bipolar Electrosurgical Method,Electrosurgical sealing of 3 and 8 mm diameter vessels with bipolar electrosurgical devices,0.4,0.1111111111111111,0.3,0.8853261470794678,-3.3825008869171143
Finite-element analysis of temperature rise and lesion formation from catheter ultrasound ablation transducers,Finite-element analysis of intracardiac ultrasound ablation catheters,0.6363636363636364,0.4,0.5454545454545454,0.9127352237701416,-3.7536416053771973
Rigidly Foldable Thick Origami Using Designed-Offset Linkages,Hard origami mechanisms for rigid foldability and parallel stacking,0.23529411764705882,0.0,0.11764705882352941,0.8580172061920166,-5.070676803588867
"Synthesis, characterization, and thermoelectric properties of superconducting (BEDT-TTF)2I3 nanoparticles",Synthesis of βCO-(BEDT-TTF)2I3 in the presence of neutral amphiphilic molecules.,0.41666666666666663,0.1818181818181818,0.41666666666666663,0.8817410469055176,-2.54840087890625
Electron-Deficient Polycyclic π-System Fused with Multiple B←N Coordinate Bonds.,Borylation of rigid polycyclic molecules via borylation reaction.,0.10526315789473685,0.0,0.10526315789473685,0.8413201570510864,-5.187867164611816
High Latitude Changes in Ice Dynamics and Their Impact on Polar Marine Ecosystems,Climate‐induced changes in ice dynamics and responses to marine ecosystems,0.5833333333333334,0.45454545454545453,0.5833333333333334,0.8932749629020691,-3.7152490615844727
Nano-Encapsulated DNA and/or Protein Boost Immunizations Increase Efficiency of DNA Vaccine Protection against RSV,"Effect of DNA, DNA+protein and DCNP on the immune response and protection from respiratory syncytial virus infection in BALB/c mice",0.3684210526315789,0.05555555555555555,0.2105263157894737,0.8443099856376648,-4.684805870056152
"The Neotropical tanyderid Araucoderus gloriosus (Alexander) (Diptera, Tanyderidae), with description of the egg, larva and pupa, redescription of adults, and notes on natural history.","Larvae, pupae and adults of Araucoderus gloriosus (Alexander) from Chilean Patagonia, December 2013 and January 2014.",0.45,0.10526315789473685,0.2,0.8643694519996643,-3.4895052909851074
Blister Patterns and Energy Minimization in Compressed Thin Films on Compliant Substrates,Effect of blistering on the elastic energy of thin elastic films,0.43478260869565216,0.0,0.34782608695652173,0.8672179579734802,-5.300682067871094
An Evaluation of Parallel Eccentricity Estimation Algorithms on Undirected Real-World Graphs,Efficient shared-memory parallel implementations of eccentricity estimation algorithms for large graphs,0.5,0.18181818181818182,0.4166666666666667,0.9031333327293396,-3.1706721782684326
Climate change impacts on maritime mountain snowpack in the Oregon Cascades,"Effects of projected temperature increases on the McKenzie River Basin snowpack in the Cascades Mountains of Oregon, USA",0.4827586206896552,0.14814814814814817,0.3448275862068966,0.9070184826850891,-2.962775230407715
"The Early‐Middle Miocene subduction complex of the Louisiade Archipelago, southern margin of the Woodlark Rift","The Early‐Middle Miocene Woodlark Basin, SE Papua New Guinea",0.38461538461538464,0.25,0.38461538461538464,0.897680401802063,-3.3312153816223145
Three online neutron beam experiments based on the iLab Shared Architecture,Online experiments in the containment building of the MIT nuclear reactor,0.2727272727272727,0.0,0.2727272727272727,0.8725690841674805,-6.538113117218018
Palladium-catalyzed glycal imidate rearrangement: formation of alpha- and beta-N-glycosyl trichloroacetamides.,Palladium(II)-catalyzed stereoselective synthesis of alpha- and beta-N-glycosyl trichloroacetamides.,0.7199999999999999,0.5217391304347826,0.7199999999999999,0.9327433705329895,-1.8487552404403687
A Comparison of mucosal surface area and villous histology in small intestines of the Brazilian free‐tailed bat (Tadarida brasiliensis) and the mouse (Mus musculus),Comparative study of bat intestinal size and number in flying and nonflying mammals.,0.3157894736842105,0.0,0.2105263157894737,0.8431714177131653,-4.379547119140625
Signatures of two distinct driving mechanisms in the evolution of coronal mass ejections in the lower corona,Comparison of coronal mass ejections in the lower corona,0.6153846153846153,0.5833333333333334,0.6153846153846153,0.938296377658844,-3.2771997451782227
Tsuga canadensis (L.) Carr. mortality will impact hydrologic processes in southern Appalachian forest ecosystems.,Effects of the Hemlock woolly adelgid on Hydrologic Function of the Southern Appalachian Mountains,0.21428571428571427,0.07692307692307693,0.21428571428571427,0.8608272671699524,-4.972029209136963
Faraday rotation in the MOJAVE blazars: 3C 273 a case study,Polarimetric observations of Active Galactic Nuclei jets,0.0,0.0,0.0,0.8147379755973816,-6.920514106750488
Linguistically-Informed Specificity and Semantic Plausibility for Dialogue Generation,Linguistically motivated specificity and plausibility reranking for open-domain dialogue generation,0.7000000000000001,0.22222222222222224,0.7000000000000001,0.908623456954956,-3.355196714401245
The first settlers of Iceland: an isotopic approach to colonisation,"The birthplaces of early European settlers from Iceland, Greenland and North America",0.3636363636363636,0.0,0.2727272727272727,0.8805465698242188,-4.467236518859863
Instant nonthermal leptogenesis,An economical model of nonthermal leptogenesis following inflation,0.36363636363636365,0.22222222222222224,0.36363636363636365,0.9280591607093811,-3.404855251312256
Biological responses to environmental forcing: the linear tracking window hypothesis.,Nonlinear tracking of stochastic environmental variables in pelagic populations,0.2105263157894737,0.0,0.10526315789473685,0.8638966679573059,-4.825622081756592
Effects of Model Spatial Resolution on Ecohydrologic Predictions and Their Sensitivity to Inter-Annual Climate Variability,Effects of digital elevation model resolution on ecohydrologic responses to inter-annual climate variability in California’s Sierra Nevada watersheds,0.6111111111111112,0.4117647058823529,0.6111111111111112,0.9227311015129089,-2.9913671016693115
Ion Transport and Competition Effects on NaTi2(PO4)3 and Na4Mn9O18 Selective Insertion Electrode Performance.,Electrochemically reversible insertion electrodes for targeted ion removal applications in aqueous solutions,0.22222222222222224,0.08,0.14814814814814814,0.8190856575965881,-6.111083984375
Rapid repair of plasma ash damage in low-k dielectrics using supercritical CO2,Silylating Agents Dissolved in Supercritical CO2 to Functionalize Methylsilsequioxane,0.27272727272727276,0.1,0.27272727272727276,0.8336533904075623,-4.545964241027832
Complex Contagions and the Weakness of Long Ties1,Weak ties and complex contagions,0.6153846153846154,0.18181818181818182,0.3076923076923077,0.8897978067398071,-4.187869071960449
Quantum channel construction with circuit quantum electrodynamics,Efficient construction of quantum channels using universal protocol,0.39999999999999997,0.15384615384615383,0.26666666666666666,0.8902437686920166,-4.705423355102539
Coherent Discriminatory Modal Manipulation of Acoustic Phonons at the Nanoscale.,Time-domain pump-control(s)-probe phonon manipulation schemes in Au-Ag core-shell nanoparticles,0.16,0.0,0.08,0.8514468669891357,-3.3432881832122803
Sugar binding induces an outward facing conformation of LacY,Interhelical distance changes induced by sugar binding to lactose permease.,0.3157894736842105,0.11764705882352941,0.2105263157894737,0.847769021987915,-5.388947010040283
EXOTIC EARTHWORMS ACCELERATE PLANT LITTER DECOMPOSITION IN A PUERTO RICAN PASTURE AND A WET FOREST,Effects of exotic earthworms on plant litter decomposition in a tropical pasture and a wet forest of Puerto Rico,0.7647058823529413,0.5625000000000001,0.7058823529411765,0.8534807562828064,-2.6394875049591064
Determining the Age for Engineering,Teaching Pre-College Students to Understand Engineering,0.16666666666666666,0.0,0.16666666666666666,0.8774593472480774,-5.023176193237305
The parsec–scale relationship between ICO and AV in local molecular clouds,The parsec-scale relationship between integrated CO intensity and visual extinction in local molecular clouds,0.7407407407407408,0.56,0.7407407407407408,0.9376117587089539,-3.4020330905914307
Theoretical studies of cyclic adenosine monophosphate dependent protein kinase: native enzyme and ground-state and transition-state analogues.,Mechanism of phosphoryl transfer in Cyclic AMP-dependent Protein Kinase.,0.35714285714285715,0.15384615384615383,0.35714285714285715,0.8656466007232666,-3.6360561847686768
Controlling diameter distribution of catalyst nanoparticles in arc discharge.,Circuit nanoparticle diameter distribution in arc discharge controlled by magnetic field,0.7000000000000001,0.33333333333333326,0.5,0.9130403995513916,-2.700331926345825
Mass Loading Effects on Turbulence Modulation by Particle Clustering in Dilute and Moderately Dilute Channel Flows,Effects of particle clustering on carrier-phase turbulence in Wall-Bounded flows,0.5,0.07692307692307691,0.35714285714285715,0.8641543984413147,-4.337886810302734
Universal wave-number selection laws in apical growth.,Pattern-forming dissipative systems in growing domains,0.13333333333333333,0.0,0.13333333333333333,0.8815803527832031,-6.341743469238281
Remote communication and technology diffusion,The diffusion of virtual collocation in distributed organizations,0.15384615384615385,0.0,0.15384615384615385,0.8740463852882385,-5.853023052215576
Heritability and evolvability of morphological traits of Savannah sparrows (Passerculus sandwichensis) breeding in agricultural grasslands,Heritability and evolvability of Savannah Sparrows (Passerculus sandwichensis) breeding in a large agricultural landscape,0.7586206896551724,0.6666666666666666,0.7586206896551724,0.962582528591156,-1.9994990825653076
Active Authentication Linguistic Modalities,Behavioral biometrics for Active Authentication,0.4444444444444445,0.28571428571428575,0.4444444444444445,0.8759188652038574,-5.154970645904541
Power-efficient medical image processing using PUMA,PUMA: a domain-specific accelerator for medical imaging applications,0.375,0.14285714285714288,0.25,0.8782009482383728,-4.617905139923096
Effects of flanking loops on membrane insertion of transmembrane helices: a role for peptide conformational equilibrium.,Effect of peptide conformational equilibrium on membrane insertion of marginally hydrophobic TMHs.,0.6428571428571429,0.4615384615384615,0.42857142857142855,0.9060866236686707,-2.8244736194610596
Explaining Comfort with Homosexuality in Rural America,Heterosexuality in Rural Communities,0.36363636363636365,0.2222222222222222,0.36363636363636365,0.8947435021400452,-3.95011305809021
Keyless Covert Communication in the Presence of Channel State Information,Covert Communication with Channel State Information,0.625,0.42857142857142855,0.625,0.9207485914230347,-4.230118751525879
Analysis of stability and error estimates for three methods approximating a nonlinear reaction-diffusion equation,Error analysis of time-stepping schemes in the discretization of a nonlinear reaction-diffusion equation,0.5333333333333333,0.35714285714285715,0.4666666666666667,0.9059103727340698,-3.6717543601989746
FPGA-based Edge Inferencing for Fall Detection,Lattice iCE40 Field Programmable Gate Array for Fall Detection,0.375,0.28571428571428575,0.375,0.8577314019203186,-4.602921485900879
Adoption Of ASL Classifiers As Delivered By Head-Mounted Displays In A Planetarium Show,An American Sign Language sound track delivered through head-mounted displays in a dome planetarium,0.4827586206896552,0.29629629629629634,0.4827586206896552,0.891711413860321,-3.5721988677978516
"β
-decay spectroscopy of 
S27",Beta-decay spectroscopy of proton drip-line nucleus $^{27}$S,0.4285714285714285,0.3333333333333333,0.4285714285714285,0.8812583684921265,-4.9149675369262695
Molecular factors controlling photosynthetic light harvesting by carotenoids.,"Spectroscopic properties of carotenoids in light-harvesting complexes from purple bacteria, marine algae, and green plants",0.25,0.09090909090909091,0.16666666666666666,0.8887941837310791,-3.2834384441375732
Onset Condition of Plasma Density Enhancements: A Case Study for the Effects of Meridional Wind During 17–18 August 2003,Effects of meridional neutral wind on plasma density enhancement during the August 2003 storm period,0.6285714285714286,0.30303030303030304,0.4,0.8896074295043945,-4.000925064086914
Particle packing in soft- and hard-potential liquids,Molecular simulations of disordered particle packing configurations in soft potential systems,0.5263157894736842,0.23529411764705882,0.5263157894736842,0.8748695850372314,-3.8181803226470947
Constraining radio mode feedback in galaxy clusters with the cluster radio AGNs properties to z ∼ 1,Rational drivers of radio mode feedback in galaxy clusters,0.4800000000000001,0.43478260869565216,0.4800000000000001,0.8839935660362244,-5.672030925750732
"Dynamic and thermodynamic stability of relativistic, perfect fluid stars",Perfect fluid bodies in general relativity,0.26666666666666666,0.15384615384615385,0.26666666666666666,0.8658931255340576,-4.894088268280029
Development and evolution of character displacement,Character displacement mediated by ancestral plasticity and phenotypic plasticity,0.4,0.15384615384615385,0.26666666666666666,0.8720973134040833,-4.370608329772949
Feature Tracking for High Speed AFM Imaging of Biopolymers,"High speed scanning on an existing, non-high speed instrument",0.2105263157894737,0.11764705882352941,0.2105263157894737,0.8657931685447693,-6.85161828994751
"MULTIWAVELENGTH OBSERVATIONS OF A SLOW-RISE, MULTISTEP X1.6 FLARE AND THE ASSOCIATED ERUPTION","Fast-rise, multistep X1.6 flare from 2014 November 7",0.41666666666666663,0.3636363636363637,0.41666666666666663,0.8315994739532471,-3.8589577674865723
Genotypic and Phenotypic Characterization of Incompatibility Group FIB Positive Salmonella enterica Serovar Typhimurium Isolates from Food Animal Sources,Genomic and phenotypic analysis of Salmonella enterica serovar Typhimurium isolates from food animal sources.,0.75,0.5999999999999999,0.75,0.9264392852783203,-3.085836887359619
Constraining a spatially dependent rotation of the cosmic microwave background polarization,A quadratic estimator of rotation angle in the cosmic microwave background,0.6363636363636364,0.3,0.5454545454545454,0.8857447504997253,-4.444598197937012
Antisymmetric galaxy cross-correlations as a cosmological probe,Antisymmetric cross-correlation of galaxies,0.6153846153846154,0.18181818181818182,0.4615384615384615,0.945186197757721,-2.8665030002593994
PRISM: Architectural Support for Variable-granularity Memory Metadata,PRISM: An Architectural Support for Variable?granularity Access and Dirty Bits,0.631578947368421,0.47058823529411764,0.631578947368421,0.9144680500030518,-3.108266830444336
Circular symmetry in topologically massive gravity,Topologically Massive Gravity Decoupling,0.6,0.5,0.6,0.8567264080047607,-3.9566941261291504
NMR probing of spin excitations in the ring structure of a two-subband system.,Resistively detected nuclear magnetic resonance in the ringlike region of a two-subband electron system,0.4827586206896552,0.29629629629629634,0.4827586206896552,0.915248453617096,-3.1519103050231934
Vitellogenin and vitellogenin receptor gene expression is associated with male and female parenting in a subsocial insect,Vitellogenin is co-opted early in the evolution of sociality in the Hymenoptera,0.20000000000000004,0.0,0.20000000000000004,0.8745603561401367,-3.7146849632263184
Molecular Profiles of Cell-to-Cell Variation in the Regenerative Potential of Mesenchymal Stromal Cells,Molecular profiles of mesenchymal stromal cells in heterogeneous MSC cultures,0.56,0.43478260869565216,0.48,0.9091930389404297,-2.7302443981170654
Photothermal operation of high frequency nanoelectromechanical systems,Photothermal operation of nanoelectromechanical systems in ambient atmosphere,0.6666666666666666,0.4615384615384615,0.6666666666666666,0.9642622470855713,-1.9982268810272217
Large Synoptic Survey Telescope: From Science Drivers to Reference Design,The Large Synoptic Survey Telescope (LSST),0.5,0.42857142857142855,0.5,0.8747608065605164,-4.707326889038086
Bovine Genome Database: new annotation tools for a new reference genome,The Bovine Genome Database (BGD) (http://bovinegenome.org),0.3157894736842105,0.23529411764705882,0.3157894736842105,0.8821466565132141,-3.9654688835144043
Unconventional RF Probes Comprised of Microstrip Patch Antennas for High-Field MRI Scanners,Microstrip Patch Antennas for Magnetic Resonance Imaging,0.4,0.3333333333333333,0.4,0.884505569934845,-3.7703781127929688
Prototropic equilibria in DNA containing one-electron oxidized GC: intra-duplex vs. duplex to solvent deprotonation.,ESR and UV-vis spectroscopy of one-electron oxidized G:C in DNA oligomers.,0.3333333333333333,0.21428571428571427,0.19999999999999998,0.8686509132385254,-4.285826683044434
Arithmetic Progressions in Sumsets and Lp-Almost-Periodicity,Lp-almost-periodicity of convolutions,0.4615384615384615,0.36363636363636365,0.4615384615384615,0.891373336315155,-5.340158462524414
"Simultaneous Genome-Wide Inference of Physical, Genetic, Regulatory, and Functional Pathway Components",Predicting biomolecular interactions using high-throughput genomic data,0.1,0.0,0.1,0.8462388515472412,-4.755700588226318
Modeling boundary measurements of scattered light using the corrected diffusion approximation,Modeling and simulation of steady-state measurements of light scattered by a turbid medium,0.4,0.08695652173913043,0.32,0.9005987644195557,-5.364925861358643
Orogen transplant: Taconic–Caledonian arc magmatism in the central Brooks Range of Alaska,"The Doonerak fenster of the central Brooks Range, Alaska, exposes a unique package of Cambrian−Devonian(?) volcanic and sedimentary basement rocks",0.35294117647058826,0.18749999999999997,0.2941176470588235,0.8536578416824341,-4.671545028686523
COMPARISON OF EARLY LATERAL VEIN FORMATION IN LINUM USITATISSIMUM LEAVES WITH THEORETICAL NETWORK MODELS.,Lateral leaf vein development in Linum,0.4,0.1111111111111111,0.4,0.828608512878418,-4.75550651550293
Molecular recognition in homogeneous transition metal catalysis: a biomimetic strategy for high selectivity.,Selectivity Control in Heterogeneous Transition Metal Catalysis,0.5,0.2222222222222222,0.4,0.9048107862472534,-2.9921979904174805
Random walks on abelian-by-cyclic groups,Asymptotic behaviors of finite symmetric generating sets,0.0,0.0,0.0,0.8109428286552429,-5.103379249572754
The selective hydrogenation of biomass-derived 5-hydroxymethylfurfural using heterogeneous catalysts,Selectivity of hydrogenation of biomass-derived 5-hydroxymethylfurfural in monophasic and biphasic reactor systems,0.56,0.4347826086956522,0.56,0.9291806817054749,-1.7911831140518188
Fidelity of the DNA Ligase-Catalyzed Scaffolding of Peptide Fragments on Nucleic Acid Polymers.,T4 DNA ligase-catalyzed DNA templated polymerization of pentanucleotides.,0.34782608695652173,0.1904761904761905,0.34782608695652173,0.8751857876777649,-3.4275529384613037
Linear Viscoelastic and Uniaxial Extensional Rheology of Alkali Metal Neutralized Sulfonated Oligostyrene Ionomer Melts,Dynamic shear and nonlinear extensional behavior of oligomeric sulfonated polystyrene melts.,0.4,0.0,0.4,0.8576467037200928,-5.070912837982178
Measurement of the sea‐air DMS flux and transfer velocity using eddy correlation,Edddy‐correlation measurement of dimethyl sulfide fluxes using an atmospheric pressure ionization mass spectrometer,0.3703703703703704,0.08,0.29629629629629634,0.8652876615524292,-5.527228355407715
Water mass age and aging driving chromophoric dissolved organic matter in the dark global ocean,"Measurements of water mass aging and aging rates along the Atlantic, Indian, and Pacific Ocean during the Malaspina 2010 Expedition",0.4,0.24242424242424243,0.4,0.8523779511451721,-5.672380447387695
Mass spectrometric imaging of peptide release from neuronal cells within microfluidic devices.,Microfluidic Detection of Neuropeptides from Cell Neurons Using Mass Spectrometry,0.5454545454545454,0.0,0.2727272727272727,0.8949383497238159,-3.177253246307373
Perceptual Inference Through Global Lexical Similarity,A global memory model for lexical semantic representations,0.28571428571428575,0.0,0.28571428571428575,0.8592053055763245,-5.338322162628174
"The Pegase project, a new solid surface probe: focused massive cluster ion beams",Pegase for bismuth and gold,0.1111111111111111,0.0,0.1111111111111111,0.8167271018028259,-6.870354652404785
A Note on the Validity of Statistical Bootstrapping for Estimating the Uncertainty of Tensor Parameters in Diffusion Tensor Images,Bootstrap methods for estimation of diffusion tensors in diffusion weighted images,0.5333333333333333,0.21428571428571427,0.5333333333333333,0.882985532283783,-3.8666093349456787
Evidence for lysine acetylation in the coat protein of a polerovirus,Virions of Cereal yellow dwarf virus-RPV from infected oat tissue.,0.09090909090909091,0.0,0.09090909090909091,0.8344884514808655,-5.343965530395508
The First Direct Measurements of Surface Magnetic Fields on Very Low Mass Stars,Direct magnetic field measurements of M dwarfs cooler than spectral class M4.5,0.38461538461538464,0.16666666666666666,0.23076923076923078,0.8704383373260498,-4.691888809204102
Deactivation and regeneration of carbon supported Pt and Ru catalysts in aqueous phase hydrogenation of 2-pentanone,Aqueous phase conversion of biomass-derived molecules using mild regeneration of catalysts.,0.41379310344827586,0.14814814814814814,0.20689655172413793,0.881054162979126,-4.506548881530762
Boosted Race Trees for Low Energy Classification,Race Logic for In-Sensor Processing,0.30769230769230765,0.0,0.30769230769230765,0.8553777933120728,-6.519840240478516
On Real-Time Status Updates over Symbol Erasure Channels,The interplay between average timeliness and design decisions,0.0,0.0,0.0,0.8473616242408752,-7.389462947845459
Sequential measurement-dependent noisy search,A Single-Phase Sequential and Adaptive Search Algorithm for Target Search,0.25000000000000006,0.0,0.25000000000000006,0.8600486516952515,-6.428791046142578
Observation of Ground- and Excited-State Charge Transfer at the C60/Graphene Interface.,Charge transfer interactions in the hybrid system of C60 molecules deposited on single-layer graphene.,0.42857142857142855,0.07692307692307691,0.3571428571428571,0.8662753105163574,-3.529982805252075
Simulating the miscibility of nanoparticles and polymer melts,Two-Body Interaction of Nanoparticles in a Polymer Melt,0.47058823529411764,0.26666666666666666,0.47058823529411764,0.8803071975708008,-3.9733235836029053
Can Cooling Technology Save Many-Core Parallel Programming from Its Programming Woes?,"Compiler, Architecture and Tools Conference, Haifa, Israel November 23, 2015",0.0,0.0,0.0,0.8215128183364868,-6.6898651123046875
Relative roles of dispersal dynamics and competition in determining the isotopic niche breadth of a wetland fish,Competing models of niche variation in the eastern mosquitofish (Gambusia holbrooki),0.2857142857142857,0.0,0.21428571428571427,0.8479557037353516,-4.916760444641113
Computational studies of shape control of charged deformable nanocontainers.,Mechanisms of nanocontainers in salt-free conditions,0.25,0.0,0.25,0.8937112092971802,-3.44588041305542
Prospect Pricing in Cognitive Radio Networks,Investigating the Impact of End-user Decision Making on Pricing and Management of Cognitive Radio Networks,0.36363636363636365,0.2,0.36363636363636365,0.9055520296096802,-3.98466157913208
Measuring D-amino acid-containing neuropeptides with capillary electrophoresis.,Capillary electrophoresis and laser-induced fluorescence for the characterization of molluscan peptides.,0.1904761904761905,0.10526315789473685,0.1904761904761905,0.8823387026786804,-2.8347675800323486
Affine geometric crystals in unipotent loop groups,Products of affine geometric crystal of type A corresponding to symmetric powers of the standard representation,0.26086956521739124,0.19047619047619044,0.26086956521739124,0.8607538342475891,-6.206815719604492
Optimized Day-Ahead Pricing for Smart Grids with Device-Specific Scheduling Flexibility,Price Optimization for Smart Grids,0.5882352941176471,0.26666666666666666,0.47058823529411764,0.8927531838417053,-4.5393900871276855
Composition-spread Growth and the Robust Topological Surface State of Kondo insulator SmB6 Thin Films,Topological insulators with topological surface states,0.3809523809523809,0.21052631578947364,0.28571428571428575,0.8672552704811096,-6.603754997253418
Practical Use of Regularization in Individualizing a Mathematical Model of Cardiovascular Hemodynamics Using Scarce Data,The practical application of regularization in individualizing complex physiological models,0.48,0.2608695652173913,0.48,0.9046192169189453,-3.6768462657928467
"Coupling of the Water Cycle with Patterns of Urban Growth in the Baltimore Metropolitan Region, United States",Interaction between urban growth and water availability in the Baltimore metropolitan region,0.5517241379310345,0.3703703703703703,0.4827586206896552,0.9237709641456604,-3.798436164855957
Public perceptions of energy consumption and savings,"Understanding Energy Use and Savings for Household, Transportation, and Recycling Activities",0.33333333333333326,0.125,0.33333333333333326,0.9002359509468079,-4.062985897064209
"Introduction to the Special Feature Practicing Panarchy: Assessing legal flexibility, ecological resilience, and adaptive governance in regional water systems experiencing rapid environmental change",Cross-Scale Mechanisms of Watershed Governance in the United States,0.18181818181818182,0.06451612903225805,0.12121212121212122,0.8636085987091064,-5.462405681610107
Defocused orientation and position imaging (DOPI) of myosin V.,Determination of the centroid of a fluorophore using single rhodamine probes.,0.09999999999999999,0.0,0.09999999999999999,0.8440271615982056,-4.415812969207764
Building a bridge between aprotic and protic ionic liquids,Dications with linked protic and aprotic centres with rich H-bonding and a Bronsted acid–base character,0.30769230769230765,0.0,0.15384615384615383,0.8629105687141418,-4.676036357879639
Translucent soft robots driven by frameless fluid electrode dielectric elastomer actuators,Translucent Dielectric Elastomer Actuators for Soft Robots,0.6666666666666665,0.37499999999999994,0.4444444444444444,0.9218703508377075,-4.129994869232178
Information theoretic limits of cardinality estimation: Fisher meets Shannon,Fisher-Shannon Numbers for Cardinality Estimation,0.5333333333333333,0.15384615384615385,0.26666666666666666,0.8360568881034851,-5.7551422119140625
Cu–Cu Bonding Using Selective Cobalt Atomic Layer Deposition for 2.5-D/3-D Chip Integration Technologies,High density Cu–Cu interconnect bonding using selective thermal cobalt metal atomic layer deposition.,0.5625000000000001,0.33333333333333337,0.5625000000000001,0.886646568775177,-3.721883773803711
Molecular aspects of seed dormancy.,Seed dormancy regulates environmental and endogenous responses to environmental and hormonal responses,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.8759215474128723,-2.5980443954467773
Using toxicity testing to evaluate electrochemical reactor operations,Toxicity evolution of electrochemical effluents to the marine bacteria Vibrio fischeri,0.3157894736842105,0.0,0.2105263157894737,0.854163646697998,-5.9017486572265625
